Short-data encryption tester v.1.04 22.06.2023 12:15
Huffman binary tree prepared, no of elements = 1403, root = 1402
Absolute: min. level=9, max. level=18, av. level=10
Weighted: min. level=4.50, max. level=18.00, av. level=5.56 compression=70%
All-zero element: 826 '@8' of level 9 and weight=5
Processing items...
No of items = 25000, digits before decimal point = -10, digits after decimal point = -7
No; String; Length[B]; String_noised; Length[B]; String_encoded_bin; String_encoded_hex; Length[B]; Add_noise_time[us]; Encryption_time[us]; Decryption_time[us]; Remove_noise_time[us]; Total_time[us]
19036; 88.604790; 9; &88(.6047@90; 12; 00110000101000010000010111110111110000000110110010001110; 031A507F0CC6E8; 7; 7; 484; 498; 6; 995
19037; 56205586; 8; %5620_5586; 10; 010110100011111001111110010001010010101011111100; A5E3E754A2CF; 6; 5; 640; 653; 5; 1303
19038; 46381999.805; 12; @=46^38199_9.805; 16; 10100011010010011101011011000010110111010111100001110100011011001011001110011100; 3A946D2CDD8747C63BC9; 10; 10; 630; 646; 8; 1294
19039; 65653.17976; 11; ^656(53.1797@6; 14; 100111010000101001110110110000111010110010100100011011011101011001111100; D9A0673CCA4AD66DC7; 9; 7; 642; 661; 7; 1317
19040; 38053319.052; 12; ^380533=19&.05_2; 16; 0110110000011110101110001011100000000101000111101001111101010111001110001111000000000000; C6E18B8B50E1F975830F00; 11; 9; 673; 711; 9; 1402
19041; 3.40673; 7; %3.4067&3; 9; 100111010011100011111000010111110001000110110001; D9838FF5111B; 6; 5; 406; 416; 4; 831
19042; 7.4526; 6; ~$7.4526; 8; 1011010011000001001110011000001101110000; 4B1C933807; 5; 5; 439; 453; 4; 901
19043; 91271.7196; 10; =%9_1271.7196; 13; 011111001001001001000101011001100100110101010000101100011110100100100100; C7295466D4051B9E42; 9; 7; 428; 445; 7; 887
19044; 6795662.50642; 13; _6795#6=6(2.50642; 17; 0100101000010110010001001110001001101000001110111111010101100011001000011101110110110000; A461442E86B35F3612DD0B; 11; 11; 950; 977; 9; 1947
19045; 3.688520; 8; !3.68852&0; 10; 01110111100010111101010111010101000011111110100110000000; 77B85D5DF09E08; 7; 4; 411; 435; 6; 856
19046; 16.434; 6; %!16.434; 8; 100111010110100111011100011111010101011110000000; D996CDD77508; 6; 5; 302; 323; 5; 635
19047; 4966979.694; 11; $$49#66979.694; 14; 010111011110101000001111110010100011010100101100100010111101010011110000; D5AEF0AC53C2B84D0F; 9; 7; 531; 555; 7; 1100
19048; 490902362; 9; *4^909023~62; 12; 1001010010011111110101100101001101110100111100001111100110000000; 49F96D35470F9F08; 8; 6; 530; 557; 6; 1099
19049; 6.8; 3; !6.8; 4; 101110011101100101100000; 9B9D06; 3; 2; 68; 76; 3; 149
19050; 663621.3; 8; )663621(.3; 10; 01101001001100110001110111110011101010110100010110100000; 9633D13FBA540A; 7; 5; 418; 439; 6; 868
19051; 62393880.89; 11; $6)239388_0.89; 14; 110101111111111011011101110001010011100111000001010101101111100010000000; 7DEFDD5C931C658F08; 9; 8; 819; 851; 8; 1686
19052; 1.044990; 8; $1.~044990; 10; 00111111011001001101101111100001010000011001000111000000; F346BD1E14190C; 7; 5; 368; 390; 5; 768
19053; 8315513; 7; =8~315513; 9; 110011100101110111011100110100011111101101100010; ECD5CD1DBF26; 6; 4; 455; 475; 5; 939
19054; 8098448; 7; ((8098448; 9; 011000100011110101111100010100111011111001011000; 26D3C735EB85; 6; 5; 539; 551; 5; 1100
19055; 4131; 4; _4131; 5; 10101100111110100100001010000000; CAAF2408; 4; 2; 287; 298; 3; 590
19056; 3377.49320; 10; ~3(377.4932!0; 13; 101110111001000000100010010111000111110100111101110000000100110000000000; BB0922C5D7D30CC400; 9; 7; 593; 625; 7; 1232
19057; 41504.704; 9; _41504$.^704; 12; 1010110011111100110110111110000011100011011111110101111100000000; CACFBD0E3EF7F500; 8; 7; 553; 576; 6; 1142
19058; 6985078.2480; 12; @6$98507@8.#2480; 16; 11001111110010101100010100101110110110000000011000011000100011001111010110000000; FCAC5CE28D6081C85F08; 10; 9; 929; 964; 8; 1910
19059; 8991.4828; 9; =8991$.$4828; 12; 1100111000111100001011111110000011000110001000010111101111000000; ECC3F20E6C12B70C; 8; 6; 533; 559; 7; 1105
19060; 8418.0; 6; *841&8.0; 8; 0010010100111001010100110000110000010100; 529335C041; 5; 5; 296; 304; 5; 610
19061; 59886496.403023; 15; =598@86496.~=4030$23; 20; 01010011100111000101000000001000011101010110010110010011011010110101010111110100101100011100001011000000; 35C90580575639B6554F1B2C0C; 13; 13; 909; 951; 10; 1883
19062; 412995000; 9; &41299(50=00; 12; 1110011111010110011001111000011011000011011010011100111011000000; 7E6D76683C96EC0C; 8; 7; 594; 618; 7; 1226
19063; 7264067.7; 9; ~$7264067.%7; 12; 10110100110111100100110000111010000101100000100110100001; 4BEDC4A361901A; 7; 7; 530; 541; 6; 1084
19064; 9934534.698; 11; &9$934534@.698; 14; 011100110101001010110101010111110001011100101111000000101111111000101000; 37255BF571F220EF82; 9; 8; 644; 666; 7; 1325
19065; 2736.0; 6; *^2736.0; 8; 100011000101101001010111001111010000010100000000; C8A575D35000; 6; 4; 240; 259; 4; 507
19066; 6744632.39; 10; #_67446~32.39; 13; 111000001101101011001110111111011111011100101001000101101100010101000000; 0EADECDF7F92615C04; 9; 7; 601; 626; 7; 1241
19067; 569914293.34239; 15; $569!914293.34@23)=9; 20; 11000101101000110101100000010011100010010001101011010110010010101011111001101001000111000000001100000000; 5C3A853198A16DA4EB96C13000; 13; 13; 911; 957; 10; 1891
19068; 47.53; 5; ^47.53; 6; 10101111010000010010001011100000; FA14220E; 4; 2; 207; 217; 4; 430
19069; 5.022228; 8; (5.0*22228; 10; 10110000111000001010000100110111110110101111011110000000; 0B0E1A73AD7F08; 7; 5; 485; 509; 5; 1004
19070; 9136521; 7; !91#36521; 9; 10000001001011110110011100111101010000111100101000000000; 18F276D334AC00; 7; 5; 344; 364; 5; 718
19071; 31.32; 5; $31.32; 6; 00011001011010110101110010100000; 91B6C50A; 4; 2; 300; 310; 3; 615
19072; 926894474.4825; 14; ~926=89~4474).4825; 18; 0111011000001101111100111000111001000011101110111111010000010001000010000100010001100000; 67D03FE834BB4F11804406; 11; 11; 995; 1028; 9; 2043
19073; 4628.572; 8; =462~8.572; 10; 10101101010011111001100101111001101110010111100100100000; DAF499979B9702; 7; 5; 243; 263; 6; 517
19074; 966.406; 7; &966.40)6; 9; 01110011010100000011110001111101110011011010010010000000; 3705C3D7DC4A08; 7; 5; 385; 408; 5; 803
19075; 5.0; 3; ^5.0; 4; 000110011100000101000000; 911C04; 3; 2; 67; 76; 3; 148
19076; 7884670.7; 9; =7#8846^70.7; 12; 10100001010001100000010110001101000000010100100100001010; 1A6450D81094A0; 7; 7; 527; 541; 7; 1082
19077; 67856.86678; 11; $6785*6).86678; 14; 110101111111011000101111011101000101100011001011010000001111101100000000; 7D6FF24785BC04BF00; 9; 8; 666; 693; 7; 1374
19078; 555517007.0; 11; @555&517007%.0; 14; 111111001010100101110001000100100011000111011010110100001000001010000000; CF9A172113AD0D2808; 9; 8; 674; 701; 7; 1390
19079; 92.815; 6; !92!.815; 8; 1000000100111100000001100101101110011010; 18C360B5A9; 5; 5; 373; 382; 5; 765
19080; 1.9028; 6; !1^.9028; 8; 1010001001100101111100100011101111011110; 2A562FB3ED; 5; 5; 235; 245; 4; 489
19081; 6; 1; @6; 2; 1100111110000000; FC08; 2; 2; 151; 158; 1; 312
19082; 20776697.63; 11; =20(#776697.63; 14; 011110001101110101101000110111101111011111000110101000001001001100011100; 87DD86ED7F6C0A39C1; 9; 7; 515; 535; 7; 1064
19083; 97879.8; 7; ~978*79.8; 9; 011101100111011000100111101101100100001100101100; 6767726B34C2; 6; 4; 318; 328; 5; 655
19084; 9013855.102327; 14; ~90&13855!.102@327; 18; 0111011001110111001101001000001010011010001111001011010011011101110111101011010010100000; 67774328A9C34BDDED4B0A; 11; 10; 1070; 1104; 9; 2193
19085; 7.0; 3; (7.0; 4; 111001001100000101000000; 4E1C04; 3; 2; 194; 203; 3; 402
19086; 9.434; 5; ~9.434; 6; 01110110011000111110101010111100; 6736AECB; 4; 3; 183; 192; 4; 382
19087; 5.716; 5; =5.716; 6; 01010011100010000101101001110100; 3588A547; 4; 3; 214; 223; 4; 444
19088; 79.3397; 7; =#79.3397; 9; 10101000110010110011000101101011101110010010000000000000; 8ABC13B69B0200; 7; 4; 286; 300; 5; 595
19089; 93867.5123; 10; ^9386!7=.5123; 13; 011111110100101001111100101101011110010110111001101011001100110110001000; F7A4C75B5E9BCADC88; 9; 7; 453; 475; 7; 942
19090; 369861.0; 8; ~36986!1.0; 10; 10111011101000110101010111111101000100110000010100000000; BB3A55DF315000; 7; 5; 268; 290; 5; 568
19091; 6.2; 3; ^6.2; 4; 100111010001010100110000; D95103; 3; 3; 72; 80; 3; 158
19092; 4132829.976330; 14; ^41_32829~.976^330; 18; 101011110110001101100011100101001011010101001110010000011000110111101111011011000010010010110000; FA3636495BE414D8FEC6420B; 12; 10; 493; 526; 10; 1039
19093; 186626; 6; ^18~6626; 8; 0111100010101100011010000001100011011100; 87CA8681CD; 5; 5; 386; 397; 4; 792
19094; 75257798.4; 10; ~75(25779@8.4; 13; 1001100111100011110000100011000100101101100100000101010111101010; 993E2C13D20955AE; 8; 7; 630; 644; 7; 1288
19095; 90136.4860; 10; *901@36.4^860; 13; 100010000110000101101101111011000101011111000110010111111010011000000000; 8816D6CE756CF56A00; 9; 7; 726; 755; 7; 1495
19096; 22117080.8897; 13; =22~1%17080.8!897; 17; 011110001100000100110011110001001000110010101011100101010110101111110111110001010010000000000000; 871C334CC8BA59B67F5C0200; 12; 10; 859; 883; 9; 1761
19097; 6024.8; 6; =602@4.8; 8; 0111000000110111011001101110110010110000; 077366CE0B; 5; 4; 390; 402; 4; 800
19098; 8.31; 4; !8.31; 5; 00010101110001011010010100000000; 515C5A00; 4; 3; 143; 154; 3; 303
19099; 8652738; 7; %86)52738; 9; 10010110100100010110010100001111001000111110010110000000; 691956F0325E08; 7; 5; 363; 384; 5; 757
19100; 1457; 4; !1457; 5; 1010001001111001100010010000000000000000; 2A97980000; 5; 2; 223; 236; 3; 464
19101; 526478.5234; 11; )52#647%8.5234; 14; 111110000010000000100001110110110100000001010101010000111101010101111000; 8F0212BD0455345D87; 9; 7; 690; 719; 7; 1423
19102; 802999.453055; 13; @802999.453!0=^55; 17; 0000000001101110101111000010110010000111001100100010100100110100111000110011110010010000; 00E6CBC2782392433EC309; 11; 10; 852; 880; 8; 1750
19103; 992215024.870; 13; (9(*9221%5024.870; 17; 1111011101010101000110001001011010011110101101000110111010110101010101110010001001100000; 7F558169E94BE65B752206; 11; 10; 1016; 1041; 9; 2076
19104; 70.442277; 9; $(70.@442277; 12; 01111101110001010010110000111001110111111101101000100101; D75CC293FDAD52; 7; 7; 580; 591; 6; 1184
19105; 317.017928; 10; )~31%7.017928; 13; 110001011110001000001101000011000001010010010001101000100101110010110000; 5C2ED0C041192AC50B; 9; 7; 513; 533; 7; 1060
19106; 268.387323; 10; !2@6$8.387323; 13; 100101100111001111101001000110001011011011100100011100101000110110001000; 69379E816B4E27D888; 9; 7; 487; 509; 7; 1010
19107; 346691347.0; 11; =3$4669%1347.0; 14; 101111100101011101110100000011001011111110100100001110011100000101000000; EB7547C0FB4A931C04; 9; 8; 629; 653; 7; 1297
19108; 5; 1; =5; 2; 0101001110000000; 3508; 2; 2; 56; 62; 1; 121
19109; 67765897.891297; 15; @6*7$765897.8~912_97; 20; 110011111100111101101110101011011011110111110001000001001011000110011001111011101011101101110100; FCFCE6DADB1F401B99EEBB47; 12; 13; 951; 975; 10; 1949
19110; 5.216; 5; )5.216; 6; 11111000010101001101010011101000; 8F454D8E; 4; 3; 323; 333; 4; 663
19111; 3; 1; %3; 2; 1001110100100000; D902; 2; 2; 74; 81; 2; 159
19112; 31464.537; 9; &314@64.5)37; 12; 00100000011000100111001111101101010101000010010111111000; 022637DE45528F; 7; 6; 708; 720; 6; 1440
19113; 506344; 6; )5%06344; 8; 1111100000111111100110011000111001110111; 8FF399E877; 5; 4; 460; 468; 5; 937
19114; 3.670076; 8; @3.6#70076; 10; 110111101000101111100011011100111011010111101111; EDB83E375BFE; 6; 5; 386; 396; 5; 792
19115; 733352751.57; 12; *73335*27(51~.57; 16; 10011110111011101010011011110010011011111111000001111110010010011011111111100000; E9EE6A2FF60FE794FB0E; 10; 10; 646; 676; 8; 1340
19116; 10.374949; 9; *10(.3_74949; 12; 1001010000111101011010001011011010011000101000001010100000100000; 49D3866B890A8A02; 8; 6; 563; 586; 6; 1161
19117; 41652.8634; 10; %41652.$863*4; 13; 011110101010100111011010000111100110001101011111110100101110111101010000; A79AADE136F52DFE05; 9; 7; 596; 618; 6; 1227
19118; 508.667; 7; $=508.667; 9; 10100100101100011000001010101000000110100100000000000000; 4A1B288AA10400; 7; 5; 475; 490; 5; 975
19119; 2.04781; 7; =2_.04781; 9; 011110001101110110111011111000111011000001010000; 87DDBB3E0B05; 6; 5; 443; 453; 5; 906
19120; 5202.59031; 10; )5202.5=903)1; 13; 111110000011111101101111110101000100100100100011100011100000101000000000; 8FF3F64D9432E8A000; 9; 7; 696; 723; 7; 1433
19121; 55.886; 6; ~55.^886; 8; 0100011101001001001010111000101011111100; 7494B2A8CF; 5; 4; 316; 334; 5; 659
19122; 4890; 4; =4890; 5; 10101101010111110001010011000000; DAF5410C; 4; 3; 249; 260; 3; 515
19123; 98.04; 5; *98.04; 6; 10001000010001010101011111000000; 8854750C; 4; 2; 214; 224; 4; 444
19124; 128042.0; 8; %1280%42.0; 10; 10010001001111011111010100111100001111010000010100000000; 19D35FC3D35000; 7; 4; 488; 510; 5; 1007
19125; 31707324.680; 12; ~3*1707_324.6#80; 16; 1011101110100101000010010100101011100110001110010100011010101011011011101111010110000000; BB5A90A46E9364BAE65F08; 11; 10; 522; 561; 8; 1101
19126; 5.635; 5; %5.635; 6; 01011010000010111100110111100000; A5B0DC0E; 4; 2; 277; 289; 4; 572
19127; 73.717; 6; &73.7^17; 8; 0100110110101011001010100010101001000110; D4BAA2A264; 5; 4; 272; 280; 4; 560
19128; 37; 2; *37; 3; 01010000101001000000000000000000; 054A0000; 4; 2; 94; 107; 2; 205
19129; 1869.97109; 10; *1869.@9710)9; 13; 100101000010101111110110010000101001110001001101010111001101110001010100; 49B26F24C9D4C5CD45; 9; 7; 424; 439; 7; 877
19130; 2.4; 3; _2.4; 4; 011110000011000111110000; 87130F; 3; 2; 131; 140; 3; 276
19131; 146915640.41816; 15; !$146915&640$.4181!6; 20; 111010000110001001100011010111100110101110001110100001100011100010111001010110110111011011100111; 8E2636E5B6E868839BB5677E; 12; 13; 1052; 1073; 10; 2148
19132; 4.52291; 7; (=4.52291; 9; 111110111011010101010100001111000110101001010000; BF5B45C3A605; 6; 4; 590; 599; 5; 1198
19133; 67.18191; 8; ^67.)18191; 10; 100111010000000010010000000010110111010110011110; D90009B057E9; 6; 5; 422; 434; 5; 866
19134; 8882.407210; 11; @*8882.4&07210; 14; 100111001010101110101011010101011000111111110100110111100100111100011100; C9BABA55F84FEDF4C1; 9; 7; 619; 639; 7; 1272
19135; 8.80; 4; !8.80; 5; 00010101101100101100100110000000; 512B9C08; 4; 3; 144; 155; 3; 305
19136; 23526.7; 7; =23!526.7; 9; 0111100011010001010010101000011111000101011010010000000000000000; 871DA4785C960000; 8; 5; 303; 323; 5; 636
19137; 2.42906; 7; $2.4#2906; 9; 00010100011000111111000101001110010001110100100100000000; 41361FE4749400; 7; 4; 259; 283; 5; 551
19138; 645562538.4; 11; %64556&2*538.4; 14; 100110010111001100010100111010111100011101101111010010100111100011111000; 993741BE7CF6A4878F; 9; 8; 653; 675; 7; 1343
19139; 5738.130; 8; )5738.1&30; 10; 111110000001000111000101010111101001100100101100; 8F115CE599C2; 6; 5; 548; 562; 6; 1121
19140; 1563223.54496; 13; _!1)5632$23.54496; 17; 1100011011010110111010100111010111001010000010100010101100100101001100101000001010010010; 6C6DAE57ACA0B252232829; 11; 10; 887; 905; 9; 1811
19141; 3459.88; 7; $3459_.88; 9; 000110010111001100100100100001100101101100101100; 91374268B5C2; 6; 5; 398; 408; 5; 816
19142; 37816.581133; 12; _37816.#_58113^3; 16; 01011100111110110001010011101110000110011100111111011011101110100100011011000000; C5BF41EE91FCBDAB640C; 10; 9; 693; 715; 8; 1425
19143; 8; 1; =8; 2; 1100111000000000; EC00; 2; 2; 129; 136; 2; 269
19144; 2168; 4; *2168; 5; 00100110110100111011100101100000; 623D9B06; 4; 3; 205; 223; 3; 434
19145; 38362337.0; 10; ~3836_2_337.0; 13; 101110111001111001000001100010011101011101011101010000010001001100000000; BBE914987DD5143100; 9; 7; 574; 601; 7; 1189
19146; 94.5; 4; )94.5; 5; 10100010000110101010110010010000; 2AA1CA09; 4; 2; 313; 323; 3; 641
19147; 3542.276; 8; #3542.)276; 10; 10001110000101001100111111010111111101110111101111000000; E841FC7D7FB70C; 7; 5; 486; 509; 6; 1006
19148; 1; 1; ^1; 2; 0111100010000000; 8708; 2; 2; 35; 42; 2; 81
19149; 11401391.9; 10; !11401(39^1.9; 13; 101000100111000100110000101100100000010001101001101011011000101010000000; 2A17032B4096DAA808; 9; 7; 624; 651; 7; 1289
19150; 307383.201; 10; %307383.2=0$1; 13; 100111010010111011011001010011101011001011001011010101100010010100000000; D9E29DE42BBC655200; 9; 7; 692; 717; 7; 1423
19151; 8354.18522; 10; _8)3#54.18522; 13; 111100111011111011010110000010110101010010000111101000011111101101100000; 3FEB6DB045781ABF06; 9; 7; 723; 747; 7; 1484
19152; 56168.449; 9; #~56168.4*49; 12; 0001100000101001110110100111010001010100010011110101000001000000; 8192AD4745F40504; 8; 7; 601; 635; 7; 1250
19153; 4206; 4; #4206; 5; 10101101101111110110100100100000; DAFB9602; 4; 2; 255; 266; 3; 526
19154; 520870791.087; 13; ^52$0(870791.08#7; 17; 000110011101110011011110101101011100100011101101101100111110000010100110101110010010000000000000; 91CDED5B8CDE3B0E6A9B0200; 12; 10; 741; 764; 8; 1523
19155; 31797.336; 9; )3)1797.^336; 12; 0111110110100000000001011001000001000110110000011100111100000000; D70A5009641CFC00; 8; 6; 516; 544; 7; 1073
19156; 433584.48876; 12; *)4335*84.48)876; 16; 10000101010011000000011011110010010100110101010000100001011010100101111011110000; 58C4602F354512A6E50F; 10; 10; 746; 773; 8; 1537
19157; 563422.7; 8; &56_3422.7; 10; 110001000001100010010101011111111011010100001010; 4C8159F75BA0; 6; 5; 529; 541; 6; 1081
19158; 2767.11; 7; =~2767.11; 9; 111101011011010010110110101100101101000101000000; 5F4B6B2B1D04; 6; 5; 500; 513; 5; 1023
19159; 48.66; 5; ^48.66; 6; 10101111010001010101000000110000; FA540503; 4; 3; 261; 272; 3; 539
19160; 85663.131248; 12; &%85663_.%131248; 16; 11001011100001010011000000110110011001100001010110100100101011001100001000010000; BC58036366514ACA2C01; 10; 9; 849; 877; 9; 1744
19161; 78746543; 8; @787465#43; 10; 100110000101110010001001110100010011100110000000; 89C5981D9308; 6; 5; 621; 635; 5; 1266
19162; 283.918275; 10; (2#83.~918275; 13; 001101110100011000010101100100111011000100001110110100101110010010000000; 736451391BE02D4E08; 9; 8; 668; 697; 7; 1380
19163; 3204500.64; 10; (3204500.!6_4; 13; 0100000010111111011111001100001110110100010001001100010111101010; 04FBC73C4B445CAE; 8; 8; 822; 836; 7; 1673
19164; 415.492; 7; *)415.492; 9; 10000101010111001010110010010010010100000111011011000000; 58C5CA2905670C; 7; 4; 435; 456; 6; 901
19165; 2843.46; 7; @2843.4^6; 9; 100110100100101100010101100101110001100100100100; A9B451799142; 6; 5; 507; 526; 5; 1043
19166; 436801298.7; 11; &436&8)01298.7; 14; 111001111011100111100011000011001011000101011001101110001010100001010000; 7E9B3EC01B958B8A05; 9; 7; 657; 682; 8; 1354
19167; 96830923.982524; 15; _968=3$09*23.982*524; 20; 110100011100000001101111100111110010100110100011000010110001100011011010101001101111010010001100; 1D0CF6F9923AB081AD6A4FC8; 12; 13; 986; 1010; 10; 2019
19168; 2.19181; 7; %2.~19181; 9; 10111011011001001101100011110100100001110010100000000000; BB468D4F788200; 7; 5; 395; 419; 5; 824
19169; 629471519.208117; 16; $&6$294715%19.20811%7; 21; 0011111000010101010001101010011100111110011011001000100110010000011111101110110111011001111000010010000000000000; E351647AE3C69809E7DE9D1E0200; 14; 14; 1135; 1163; 10; 2322
19170; 3.243824; 8; ~3.243_824; 10; 101110111010101001100011000001111001110010001100; BBAA3670C9C8; 6; 5; 516; 528; 6; 1055
19171; 522967.78; 9; %5229#6!7.78; 12; 01011010011110110110011010101110010110000010011101100000; A5B766EA857206; 7; 7; 694; 710; 6; 1417
19172; 57254; 5; $57254; 6; 11000101100111100100101010011000; 5CE9A489; 4; 3; 257; 266; 4; 530
19173; 2.811741; 8; #2.#811741; 10; 10001010011110000110101101110110010001100111001010100000; A887B66764270A; 7; 5; 346; 366; 5; 722
19174; 4.607689; 8; )4.6=07689; 10; 10110110110000101111100011111101111011111111100010000000; 6B2C8FDFFE8F08; 7; 5; 424; 449; 6; 884
19175; 552.587877; 10; %5_52.58787)7; 13; 01011010001110011111011111101010010101111110110001110111100100100000000000000000; A5937FAE75CE77290000; 10; 7; 648; 677; 7; 1339
19176; 213; 3; =213; 4; 011110001101101001000000; 87AD04; 3; 2; 207; 216; 3; 428
19177; 1.684009; 8; _1.68(4009; 10; 011011001100010111101000010010100001100110010100; C65C8EA49149; 6; 5; 510; 522; 6; 1043
19178; 651184850.437; 13; &^651184850.4@3@7; 17; 101100110001011011110100100001100101100000010100101010101101011110001001001110100100000000000000; 3B614F688541AA7D98A30400; 12; 11; 862; 888; 8; 1769
19179; 11072250.19867; 14; $1)1072250.1=98)67; 18; 0011111101000000000111011011111101101011000110000101101000000110101010100110110101100000; F304D1FBB681A560AAD606; 11; 10; 1041; 1074; 9; 2134
19180; 784.20; 6; =784.2!0; 8; 1010000100010110001010100110000111100000; 1A61A2160E; 5; 4; 312; 325; 4; 645
19181; 97.8; 4; _97.8; 5; 11010001100000100110010110000000; 1D285608; 4; 3; 288; 301; 3; 595
19182; 986.758; 7; =98(6.758; 9; 000001100100001001000101011101101101011001011000; 602454676D85; 6; 4; 398; 410; 5; 817
19183; 6.995; 5; !6.995; 6; 10111001110001100011010001011000; 9B6C4385; 4; 3; 140; 150; 4; 297
19184; 19829331.03; 11; ~^198$29331.03; 14; 011000011010001111010110000000000011010110111010111010110110111110100000; 163A6D0053ABBEF60A; 9; 8; 707; 731; 7; 1453
19185; 85.3; 4; )85.3; 5; 01101010010010010010011011000100; A694624C; 4; 2; 281; 290; 3; 576
19186; 10.26262; 8; !10.2626%2; 10; 101000100101010101100001101110001101111011101100; 2A55168BEDCE; 6; 5; 550; 562; 5; 1122
19187; 133330746.007; 13; $1$33330746._00_7; 17; 001111110000110010101110101100100101101111110100100010101101101011011111100100010010000000000000; F3C0EA2BB54FA8ADFD190200; 12; 10; 735; 758; 8; 1511
19188; 3; 1; @3; 2; 1101111010000000; ED08; 2; 2; 149; 157; 1; 309
19189; 5.2; 3; %5.2; 4; 010110100101010011000000; A5450C; 3; 3; 189; 198; 3; 393
19190; 59.89619; 8; %59=.89619; 10; 01011010001110010110110010110010110010100011110100000000; A593C62BACD300; 7; 5; 342; 366; 5; 718
19191; 37574301.0; 10; %3$7574(301.0; 13; 100111010010111010101101111111111100011010110010010111101011010100110000; D9E2DAFF6C2BE55B03; 9; 7; 637; 654; 7; 1305
19192; 58.948881; 9; !58.9_4&8881; 12; 1001110001000101010100100100010101101000101011101010110111010000; C954255486EADA0D; 8; 6; 405; 427; 6; 844
19193; 7582211.44871; 13; *)$75822^11.44871; 17; 1000010101011101010100101011111110110101111000101101011010011101111011100100001010000000; 58D525FB5B2E6DD9EE2408; 11; 10; 876; 903; 9; 1798
19194; 2328030.45; 10; =23)28030$.45; 13; 011110001100001110000111101111101111101001011000111000111111100100100000; 873C78EBAF853E9F02; 9; 8; 613; 638; 7; 1266
19195; 7431.48723; 10; ^_7431.487~23; 13; 100011110110111111010010001000001100011111101110010000010110101101100010; F8F62D027CEE14B626; 9; 7; 319; 336; 7; 669
19196; 9870046.985735; 14; ~98@700$46.9857#35; 18; 0111011001000111010001010010010110001010011101000110001000101001101100110010011011110000; 67745452A84726923B620F; 11; 10; 797; 828; 9; 1644
19197; 73227352.943173; 15; ^#(7=32273^52.943173; 20; 100111100111100100110111110011111011010010001110001100110111111010101010011111000100000001000111; E99773FC4BE833E7AAC70474; 12; 13; 860; 880; 10; 1763
19198; 15.7; 4; (15.7; 5; 0100100001100100100100100100000000000000; 8446290400; 5; 2; 217; 228; 4; 451
19199; 5909.18; 7; (5909.1)8; 9; 10110000111001000111011001000001011011111001011000000000; 0B4E6714F66900; 7; 5; 364; 388; 5; 762
19200; 34020815.0; 10; (340&2#0815.0; 13; 010000001101000011001111000111010001001101101110110010010010010011000000; 040DFCD131E69C420C; 9; 7; 631; 653; 7; 1298
19201; 5.264; 5; ^5.264; 6; 00011001110101001101000011101000; 914D0D8E; 4; 3; 197; 207; 4; 411
19202; 406333.9846; 11; &_406^333.9846; 14; 010111110011010000110110100000101110101101011001011100010101001110100000; F5436328BE9517350A; 9; 8; 788; 815; 8; 1619
19203; 91.16770; 8; )91.16%770; 10; 101000100011010110110100111011101000010010100100; 2A534BEE484A; 6; 5; 555; 567; 5; 1132
19204; 5939619.4855; 12; ^5939$6*1_9.4855; 16; 00011001101001111010111101100101111101100011011000110010000000100001010100101000; 917AFA566F6323205182; 10; 9; 667; 692; 8; 1376
19205; 19094.978; 9; @)1909=4.978; 12; 1010001101110001111010011001010101011010100001100011110110000000; 3A179E59A568D308; 8; 6; 496; 517; 6; 1025
19206; 4817821; 7; ~(4817821; 9; 01100100010001000011001000110101101010100010100000000000; 46442353AA8200; 7; 5; 377; 401; 5; 788
19207; 14.519156; 9; *1&4.51915(6; 12; 1001010000111100111101101110011000111101011100110110101110100000; 49C36F6ED337B60A; 8; 7; 575; 599; 6; 1187
19208; 892137.75845; 12; @&892137.758!4)5; 16; 00001110111111000110100111101111110000100001010010101110011110101111100000000000; E0CF96FE2C41EAA78F00; 10; 9; 921; 956; 8; 1894
19209; 755.559960; 10; (75^5.559@960; 13; 111001001001101101100100100100101001011011001000101100100100110000000000; 4EB94629698C2BC400; 9; 7; 747; 778; 6; 1538
19210; 17761.752641; 12; @177)61.7#5264~1; 16; 11111111100010010101101001001110101101101100110011010000111110000111011110101110; FF98A5E46BCC0D8F77EA; 10; 10; 756; 775; 8; 1549
19211; 2904695.75901; 13; !^29#04695.75^901; 17; 0101101010000110101010001001010011101101000101101000010100110110110010001110010100000000; A5688A49DE6158638C5E00; 11; 11; 689; 720; 9; 1429
19212; 8.55; 4; $8.55; 5; 01001000101101110011100100100000; 847B9302; 4; 2; 210; 221; 3; 436
19213; 663901.81; 9; ~66&3901.=81; 12; 1010010110011010011101110111010000101100110000101011011101000000; 5AA97747C22C7B04; 8; 7; 509; 534; 6; 1056
19214; 16.9637; 7; %16.963@7; 9; 10010001010001010110101100101001001110100100000000000000; 1954B692A30400; 7; 4; 414; 429; 5; 852
19215; 5318.143; 8; !5318.^143; 10; 100111000110001000000001010100111100010001100000; C92610354C06; 6; 5; 359; 369; 6; 739
19216; 7343627.868; 11; @7343627.$86$8; 14; 100110000010101011110111001111001101001010011000110101111110100100010000; 89A27FC32D897D9E01; 9; 8; 655; 679; 7; 1349
19217; 576089410.7; 11; %57~6089410.%7; 14; 010110100110101000101111111101111100010111001010101010101101101000010000; A5A6F27F5CACAAAD01; 9; 7; 785; 809; 7; 1608
